Subject,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson
0027061_session_1,rest_3_rest,0.036000000000000004,0.19,13.0,0.004,0.001,0.179,0.764,0.0332,0.0644,0.0443,0.0733,0.0389,0.2027,-0.001458,0.000921,0.00011899999999999999,-0.001315,-0.000519,-0.0028829999999999997,0.1908,0.2325,0.0802,0.1843,0.1056,0.4397,0.08721799999999999,0.093093,0.016941,0.042954,0.045903,0.167713,0.0705,7.0,0.2654,0.1273,2.9046,20.7315,2.2795
0025335_session_1,rest_3_rest,0.081,1.147,51.0,0.027999999999999997,-0.006,1.584,2.182,0.1583,0.2945,0.1968,1.2009,0.2398,0.2056,0.000169,-0.001599,-0.001402,0.0062829999999999995,-0.000583,0.000354,0.1613,0.5053,0.2616,1.3611,0.1847,0.2199,0.042341000000000004,0.10882,0.089553,0.155656,0.053283000000000004,0.06844700000000001,0.3532,148.0,0.5943,0.5795,81.768,8.5496,7.6284
0025336_session_1,rest_3_rest,0.052000000000000005,1.219,14.0,0.026000000000000002,-0.006999999999999999,1.455,1.855,0.2123,0.3544,0.1004,1.4113,0.2622,0.1771,-0.000424,-0.000218,0.000666,0.007640999999999999,0.000718,-0.001134,0.1576,0.3035,0.1437,1.4341,0.1348,0.2734,0.048106,0.08623600000000001,0.032077999999999995,0.131388,0.039053,0.079544,0.303,132.0,0.5504,0.5173,72.9282,7.7488,5.9139
0025337_session_1,rest_3_rest,0.073,0.292,44.0,0.027999999999999997,0.0,0.823,1.262,0.0676,0.3865,0.1006,0.3938,0.1729,0.2797,0.000194,-0.000117,0.00054,-0.000516,-0.00011100000000000001,8.7e-05,0.081,0.5587,0.1936,0.4108,0.147,0.2717,0.027555,0.09147899999999999,0.064103,0.10645999999999999,0.043987,0.065625,0.345,150.0,0.5874,0.5853,82.8729,8.5144,8.4887
0025338_session_1,rest_3_rest,0.10400000000000001,3.575,47.0,0.026000000000000002,-0.07,6.541,13.325,0.139,1.4559,0.4662,4.3873,0.6014,1.0712,-0.001189,-0.018508,-0.004328,0.03784,0.000974,-0.009356999999999999,0.274,3.3213,0.8985,6.8705,0.4912,2.2408,0.0562,0.27568899999999996,0.10180700000000001,0.523203,0.101984,0.280213,0.2888,89.0,0.5374,0.6707,49.1713,7.6011,6.6114
0025339_session_1,rest_3_rest,0.055999999999999994,0.337,31.0,0.028999999999999998,-0.001,1.0170000000000001,1.785,0.2966,0.7503,0.1644,0.7192,0.2071,0.2394,0.0009789999999999998,-0.000459,0.001037,-0.00011499999999999999,0.000865,0.006866,0.4402,0.4965,0.1933,0.47,0.2426,0.6267,0.040038,0.09221900000000001,0.057633000000000004,0.11895499999999999,0.050355000000000004,0.290032,0.3112,115.0,0.5579,0.6084,63.5359,8.4521,6.5974
0025340_session_1,rest_3_rest,0.177,2.476,100.0,0.040999999999999995,-0.017,3.318,4.218,0.3436,1.3281,0.2012,3.209,0.2818,0.7177,0.000947,0.00046100000000000004,0.000719,0.018935,-0.000817,-0.0032359999999999997,0.2358,0.9316,0.2293,3.2317,0.2511,0.8704,0.046617,0.141703,0.053929,0.274146,0.055936,0.168191,0.6114,166.0,0.7819,1.1192,91.7127,9.698,16.1413
0025343_session_1,rest_3_rest,0.040999999999999995,0.147,16.0,0.026000000000000002,0.011000000000000001,0.679,3.872,0.1543,0.4006,0.1014,0.1808,0.1562,0.1356,0.003314,-0.009466,-0.0029850000000000002,0.007456999999999999,0.001376,0.008486,0.5479,1.6739,0.4514,0.7455,0.4241,0.9425,0.197399,0.649496,0.182381,0.389941,0.13433299999999998,0.400931,0.2015,61.0,0.4489,0.412,33.7017,7.4521,3.4089
0025344_session_1,rest_3_rest,0.11599999999999999,2.9010000000000002,62.0,0.031,-0.039,3.218,7.681,0.3591,0.8163,0.2806,2.9869,0.437,0.5106,0.001279,-0.008785,-0.0033759999999999997,0.030077,-0.001425,0.009306,0.2765,1.3324,0.6137,5.1807,0.5137,1.6978,0.117827,0.325472,0.10573699999999998,0.618557,0.193108,0.245658,0.3479,110.0,0.5898,0.7657,60.7735,8.2476,8.2267
0025345_session_1,rest_3_rest,0.040999999999999995,0.469,10.0,0.023,-0.005,2.119,3.045,0.0699,1.2689,0.114,0.4901,0.095,0.3307,0.002604,-0.012772,0.005139,0.002058,0.0018789999999999998,0.008409,0.2703,1.4663,0.5385,0.5159,0.2392,0.8083,0.12453499999999999,0.84377,0.287376,0.20056600000000002,0.106919,0.42290500000000003,0.1913,53.0,0.4374,0.3937,29.2818,8.2689,3.4984
0025346_session_1,rest_3_rest,0.081,1.391,44.0,0.026000000000000002,-0.01,3.2110000000000003,3.513,0.2084,1.3722,0.1317,1.8212,0.1896,0.8007,0.000151,-0.0020039999999999997,-0.000663,0.0068650000000000004,-0.000121,7.5e-05,0.2623,1.4302,0.1311,1.5241,0.1431,0.803,0.036312,0.097071,0.026746,0.135026,0.029287999999999998,0.06765,0.347,138.0,0.5891,0.6859,76.2431,8.9751,8.263
0025347_session_1,rest_3_rest,0.06,2.909,8.0,0.025,-0.031,5.256,7.59,2.2314,0.7632,0.7412,4.3126,1.9472,0.5885,-0.009193000000000002,-0.00093,-0.0008869999999999999,0.030999000000000002,-0.01295,0.006308,2.2228,0.927,0.8312,5.22,2.0611,0.8793,0.299994,0.190799,0.165858,0.737438,0.517712,0.25466700000000003,0.2209,33.0,0.47,0.5485,18.232,7.7112,4.4342
0025349_session_1,rest_3_rest,0.076,1.035,47.0,0.018000000000000002,-0.006,1.263,1.594,0.2126,0.4219,0.0925,1.1959,0.173,0.1504,3e-06,-0.001434,0.00084,0.006845,-9.8e-05,0.000731,0.1209,0.2523,0.1024,1.2388,0.1209,0.1296,0.032731,0.075699,0.037722000000000006,0.136551,0.041575,0.046284,0.3044,125.0,0.5517,0.5323,69.0608,8.1126,8.3
0025350_session_1,rest_3_rest,0.08900000000000001,0.466,63.0,0.044000000000000004,-0.003,1.5019999999999998,1.7790000000000001,0.2313,0.7102,0.1544,0.8322,0.1735,0.3487,0.001027,-0.0033350000000000003,0.0008710000000000001,0.0036090000000000002,0.000356,0.004018,0.2767,0.7946,0.1451,0.937,0.14,0.5692,0.04505,0.203549,0.043148,0.155607,0.036724,0.13939300000000002,0.4442,155.0,0.6665,0.7947,85.6354,8.7972,9.6555
0025351_session_1,rest_3_rest,0.017,0.06,0.0,0.009000000000000001,-0.001,0.109,1.016,0.0484,0.0756,0.0352,0.0605,0.0563,0.0518,0.0016239999999999998,-0.000982,0.00247,-0.0021190000000000002,0.002475,0.006053,0.2,0.1232,0.2921,0.2811,0.286,0.6049,0.07563099999999999,0.046386000000000004,0.107581,0.104234,0.110319,0.283932,0.0917,0.0,0.3028,0.1312,0.0,6.7844,1.6635
0025352_session_1,rest_3_rest,0.049,1.4580000000000002,10.0,0.021,-0.013000000000000001,2.1,2.418,0.1944,0.3834,0.0843,1.6675,0.2118,0.2018,-0.000239,-0.00245,-0.001279,0.00925,-0.00028900000000000003,-0.001172,0.1783,0.4679,0.1895,1.6444,0.1969,0.1917,0.040645999999999995,0.069713,0.05556900000000001,0.127716,0.049767,0.051595,0.2956,138.0,0.5437,0.471,76.2431,7.8858,5.9654
0025353_session_1,rest_3_rest,0.034,0.255,6.0,0.017,0.0,0.774,1.042,0.1694,0.5186,0.0991,0.3778,0.1155,0.2263,-1.2e-05,-9.2e-05,-0.000218,-0.00018700000000000002,5.9999999999999995e-05,0.00019099999999999998,0.1314,0.4837,0.1487,0.278,0.0919,0.1601,0.031597,0.048061,0.042419,0.049691,0.026443,0.033255,0.1982,64.0,0.4452,0.3701,35.3591,7.8716,4.3676
0025354_session_1,rest_3_rest,0.043,0.718,16.0,0.015,-0.004,0.9109999999999999,1.435,0.1888,0.2514,0.0664,1.0432,0.1374,0.1542,-2.5e-05,-7.900000000000001e-05,-0.00040599999999999995,0.005794,-0.000824,-0.001468,0.1675,0.3429,0.1242,1.0092,0.1286,0.2352,0.0595,0.053570000000000007,0.044011,0.095974,0.032409,0.06085499999999999,0.2049,71.0,0.4527,0.4067,39.2265,37.1432,3.738
0025355_session_1,rest_3_rest,0.14,0.741,90.0,0.035,-0.002,1.335,1.6380000000000001,0.2428,0.5082,0.2005,1.3077,0.3379,0.2791,-9.6e-05,-3.5e-05,-0.001302,0.008311,-0.001666,0.000264,0.2287,0.4854,0.2227,1.2433,0.2967,0.2534,0.060474,0.10859400000000001,0.07885299999999999,0.212269,0.084574,0.057464,0.6203,175.0,0.7876,0.9607,96.6851,9.8236,16.3074
0025356_session_1,rest_3_rest,0.128,0.805,84.0,0.040999999999999995,-0.008,1.766,3.056,0.1919,1.0067,0.3217,1.3724,0.2852,0.9593,0.000628,0.0017230000000000001,-3.1e-05,0.011136,0.0006799999999999999,0.002404,0.1871,1.2273,0.3526,1.6475,0.3535,0.9271,0.053311000000000004,0.156448,0.049326999999999996,0.169594,0.12420899999999999,0.25150500000000003,0.553,169.0,0.7436,0.9858,93.3702,10.0771,13.3081
0025357_session_1,rest_3_rest,0.11800000000000001,0.364,83.0,0.017,0.002,0.498,0.725,0.2362,0.1852,0.1323,0.8441,0.1774,0.2625,0.000323,-0.000365,0.000536,0.0017460000000000002,0.000536,9.7e-05,0.2604,0.1201,0.1835,0.537,0.1567,0.1621,0.056045000000000005,0.04181,0.038751,0.206637,0.050748,0.052884,0.5892,173.0,0.7676,0.8911,95.5801,9.9749,20.3707
0025359_session_1,rest_3_rest,0.076,1.745,31.0,0.019,-0.032,2.213,6.75,0.1645,0.4999,0.2529,2.0107,0.9241,0.7022,0.000102,-0.006793,-0.001615,0.024902,0.001037,0.008621,0.1208,1.5036,0.2951,4.3434,0.9717,1.056,0.037656999999999996,0.149569,0.063334,0.350031,0.049225,0.28618699999999997,0.2544,79.0,0.5044,0.5305,43.6464,8.9743,6.8275
0025360_session_1,rest_3_rest,0.08,1.0,47.0,0.019,-0.013000000000000001,1.473,2.675,0.1663,0.3863,0.2138,1.7642,0.6047,0.6939,0.000109,0.002955,-0.001387,0.010255,0.00024900000000000004,6.1e-05,0.1139,0.6061,0.3634,1.8271,0.5489,0.571,0.054897,0.079581,0.06425299999999999,0.16331400000000001,0.056978999999999995,0.10263399999999999,0.3644,155.0,0.6037,0.6114,85.6354,8.8173,9.054
0025361_session_1,rest_3_rest,0.11199999999999999,1.786,71.0,0.025,-0.024,1.804,5.002,0.1682,0.623,0.1191,1.9635,0.6993,0.7867,0.000215,-0.0046630000000000005,-0.002385,0.022244999999999997,-0.003143,0.001327,0.1854,0.8298,0.3998,3.5885,0.8204,0.8238,0.044464,0.121726,0.110578,0.320002,0.10091599999999999,0.105149,0.379,125.0,0.6156,0.7352,69.0608,8.1194,10.397
0025362_session_1,rest_3_rest,0.027999999999999997,0.266,3.0,0.015,-0.011000000000000001,0.47600000000000003,1.921,0.1769,0.4106,0.1114,0.1383,0.0714,0.4671,0.007426,-0.003107,0.000892,0.008243,-0.000342,-0.005811,0.8086,0.4569,0.2121,0.6372,0.1018,0.6478,0.227489,0.136467,0.095123,0.264031,0.032433,0.231913,0.1219,15.0,0.3491,0.2651,12.3967,30.7857,2.2307
0025363_session_1,rest_3_rest,0.013999999999999999,0.111,1.0,0.006,-0.006,0.195,1.033,0.0504,0.1035,0.0384,0.1537,0.0554,0.1843,0.003187,-0.0029980000000000002,-0.0009339999999999999,0.000375,0.0022760000000000002,-0.001966,0.243,0.3886,0.1391,0.2639,0.21,0.1653,0.101631,0.049377,0.03586,0.110475,0.06489,0.047216,0.0715,7.0,0.2674,0.1397,5.7851,29.1367,1.7353
0025364_session_1,rest_3_rest,0.048,0.313,14.0,0.042,0.012,1.1079999999999999,4.959,0.7077,0.5381,0.2319,0.4328,0.2653,0.2585,0.018197,0.0216,0.0012289999999999998,0.005777,0.0065,-0.012323,2.0438,2.3039,0.4283,0.6818,0.6315,0.7582,0.5910270000000001,0.844284,0.145302,0.168983,0.198964,0.366758,0.2656,48.0,0.5153,0.6201,39.6694,44.5809,3.8992
0025365_session_1,rest_3_rest,0.040999999999999995,0.348,9.0,0.01,-0.005,0.625,1.716,0.0465,0.1742,0.0671,0.3768,0.0421,0.1629,-0.0020210000000000002,-0.004684000000000001,-0.0009449999999999999,0.006222999999999999,-0.001342,-0.000715,0.2529,0.6078,0.126,0.7565,0.17,0.1064,0.07718,0.25398000000000004,0.059476,0.254392,0.076859,0.032094,0.1123,11.0,0.3351,0.2165,9.0909,25.1003,2.8889
0025366_session_1,rest_3_rest,0.07,0.46,25.0,0.012,-0.005,0.28,1.96,0.074,0.3553,0.0469,0.3014,0.0568,0.4751,-0.004215999999999999,0.015,0.0007639999999999999,0.002203,-0.004011,-0.009703,0.3068,1.1142,0.0747,0.2785,0.2559,0.6546,0.138363,0.48868100000000003,0.021976,0.099788,0.10961300000000002,0.296113,0.1573,26.0,0.3967,0.305,21.4876,33.9498,4.6143
0025367_session_1,rest_3_rest,0.02,0.10800000000000001,1.0,0.006999999999999999,-0.003,0.135,0.986,0.043,0.1152,0.0409,0.0861,0.0469,0.0965,0.004239,0.00026000000000000003,-0.0007570000000000001,0.000849,0.000736,-0.008886,0.3458,0.1614,0.0747,0.128,0.0607,0.6083,0.131865,0.058868,0.030877999999999996,0.039451,0.024841,0.24846100000000002,0.0698,2.0,0.2642,0.1219,1.6529,24.1056,1.438
0025368_session_1,rest_3_rest,0.039,0.40299999999999997,8.0,0.01,-0.001,0.972,1.109,0.1,0.462,0.3272,0.4822,0.1078,0.2123,0.000417,-0.000233,-0.001332,0.000822,-0.000254,-0.0015539999999999998,0.1187,0.3987,0.226,0.4184,0.1529,0.1555,0.035607,0.052159000000000004,0.10708,0.081621,0.022843000000000002,0.048467,0.1382,21.0,0.3717,0.3411,17.3554,27.4032,3.2558
0025369_session_1,rest_3_rest,0.057,0.303,21.0,0.008,0.0,0.316,0.841,0.0869,0.1035,0.044,0.3659,0.0392,0.2278,0.0012050000000000001,0.003403,-0.000508,-0.006304,0.0016,-0.003225,0.1125,0.2405,0.0809,0.4938,0.1195,0.235,0.042818,0.10381099999999999,0.019956,0.18509,0.044721,0.096381,0.1585,29.0,0.3981,0.3149,23.9669,32.1334,5.2035
0025370_session_1,rest_3_rest,0.035,0.156,6.0,0.008,-0.004,0.301,1.124,0.0314,0.3945,0.0315,0.2097,0.025,0.1841,0.001334,-0.004555,-0.001477,0.0055969999999999995,0.000148,-0.002111,0.125,0.372,0.1105,0.4511,0.0531,0.236,0.056912,0.149609,0.061127999999999995,0.231791,0.02222,0.067136,0.12,7.0,0.3464,0.2012,5.7851,28.9141,3.8234
0025371_session_1,rest_3_rest,0.03,0.47600000000000003,5.0,0.006,-0.002,0.52,0.6759999999999999,0.0558,0.2921,0.0364,0.4637,0.0469,0.632,0.0006799999999999999,0.0016829999999999998,-2.2e-05,0.000752,-4.8e-05,-0.002195,0.0761,0.2275,0.0648,0.3847,0.0631,0.3616,0.025537999999999998,0.063402,0.019865999999999998,0.060313,0.019057,0.06035499999999999,0.1055,9.0,0.3249,0.2491,7.438,27.2714,2.8856
0025372_session_1,rest_3_rest,0.022000000000000002,0.07,0.0,0.009000000000000001,-0.006999999999999999,0.136,1.376,0.0648,0.0402,0.0624,0.1249,0.0797,0.1135,-0.005046,0.0029620000000000002,-0.004654,0.0021780000000000002,-0.005455,-0.005363000000000001,0.4496,0.2963,0.3875,0.2834,0.4371,0.4085,0.11756300000000001,0.087598,0.1193,0.04595,0.129977,0.138622,0.0906,5.0,0.3009,0.1622,4.1322,24.5298,1.9472
0025373_session_1,rest_3_rest,0.032,0.209,5.0,0.021,0.001,0.426,1.284,0.1043,0.1556,0.1266,0.2264,0.0779,0.1931,-0.002948,-0.005065,-0.000341,0.003353,-0.001085,-0.0021079999999999996,0.1935,0.5719,0.2168,0.3323,0.1279,0.158,0.070252,0.219683,0.066384,0.133658,0.033527,0.05778,0.1538,24.0,0.3921,0.2954,19.8347,24.3376,2.8361
0025374_session_1,rest_3_rest,0.073,0.353,35.0,0.013999999999999999,0.001,0.787,1.34,0.0819,0.3036,0.1224,0.3784,0.1548,0.2717,0.000749,-0.0047020000000000005,-0.001888,0.009488,-0.003592,-5.5e-05,0.161,0.4475,0.1232,0.6506,0.3092,0.219,0.047591,0.16530899999999998,0.041844,0.22079899999999997,0.107272,0.062512,0.2424,68.0,0.4923,0.4349,56.1983,31.4281,7.1823
0025375_session_1,rest_3_rest,0.021,0.099,0.0,0.005,-0.001,0.11800000000000001,0.55,0.0356,0.0529,0.0444,0.0738,0.0575,0.1459,-0.001438,0.003973,0.000323,0.000198,-0.000452,-0.002734,0.1048,0.265,0.0724,0.0999,0.0469,0.2263,0.05690800000000001,0.121457,0.024916,0.038173,0.022434,0.08113300000000001,0.0641,1.0,0.2531,0.1123,0.8264,24.839,1.669
0025376_session_1,rest_3_rest,0.038,0.23199999999999998,10.0,0.008,0.0,0.21600000000000003,0.672,0.0392,0.0891,0.0857,0.2131,0.0367,0.2405,-7.2e-05,0.00485,0.0010689999999999999,-0.00023999999999999998,0.000426,-0.003169,0.0752,0.3401,0.1028,0.2807,0.0892,0.2722,0.0274,0.150225,0.047004000000000004,0.108775,0.034101,0.074809,0.1103,12.0,0.3321,0.2035,9.9174,29.5286,3.1464
0025377_session_1,rest_3_rest,0.035,0.13,4.0,0.009000000000000001,-0.001,0.281,0.674,0.0283,0.1173,0.0375,0.1553,0.0209,0.4893,9.4e-05,0.002069,-0.000741,-0.001645,0.000296,-0.0025329999999999997,0.0345,0.273,0.0577,0.2161,0.0551,0.3261,0.009705,0.077339,0.019258,0.07660700000000001,0.012903999999999999,0.083038,0.1905,48.0,0.4365,0.3272,39.6694,20.1119,6.2594
0025378_session_1,rest_3_rest,0.057999999999999996,0.247,17.0,0.012,-0.008,0.375,1.401,0.0582,0.113,0.0461,0.3082,0.0452,0.249,-0.002843,-0.002129,-0.002501,0.008237999999999999,-0.001309,0.000585,0.2537,0.3488,0.2465,0.739,0.1899,0.2003,0.154563,0.11170999999999999,0.133465,0.28886300000000004,0.11510699999999999,0.06116799999999999,0.1761,36.0,0.4197,0.2929,29.7521,27.5365,5.4505
0025379_session_1,rest_3_rest,0.087,0.45899999999999996,37.0,0.013000000000000001,-0.009000000000000001,0.5429999999999999,2.662,0.0615,0.1772,0.0771,0.4119,0.0398,0.3292,0.0033380000000000003,-0.000866,0.007859999999999999,0.015546,0.004169,-0.00403,0.2837,0.3135,0.7233,1.6378,0.3701,0.5146,0.131107,0.111397,0.205583,0.567519,0.137795,0.080471,0.2356,60.0,0.4854,0.4199,49.5868,29.7156,6.9411
0025380_session_1,rest_3_rest,0.034,0.16,8.0,0.011000000000000001,-0.002,0.134,0.59,0.0481,0.0845,0.0594,0.1039,0.0716,0.2412,-0.001533,0.001749,0.002911,-3.9e-05,-0.001199,-0.003564,0.1546,0.1647,0.2085,0.1106,0.1663,0.2676,0.079174,0.048233,0.093028,0.032692,0.08882999999999999,0.093115,0.1297,19.0,0.3601,0.2352,15.7025,18.7132,3.6143
0025381_session_1,rest_3_rest,0.038,0.221,11.0,0.024,0.012,0.52,4.477,0.226,0.3157,0.1953,0.264,0.1506,0.1059,-0.01025,-0.024974,0.000917,0.009323999999999999,-0.00454,0.0009400000000000001,0.8603,2.2352,0.6862,0.9242,0.3927,0.3051,0.392349,1.052693,0.211081,0.41974399999999995,0.23224299999999998,0.151839,0.1774,31.0,0.4211,0.3687,25.6198,20.7219,3.0295
0025382_session_1,rest_3_rest,0.027999999999999997,0.21899999999999997,3.0,0.013999999999999999,0.005,0.35200000000000004,1.827,0.1591,0.1029,0.1003,0.1934,0.2622,0.243,-0.002105,0.004176,0.008965,-0.0072569999999999996,-0.004065,0.00064,0.293,0.3446,0.6306,0.5914,0.4341,0.1685,0.16548800000000002,0.157804,0.355462,0.31612199999999996,0.25251399999999996,0.056403999999999996,0.1616,35.0,0.4021,0.3071,28.9256,18.855,3.8022
0025383_session_1,rest_3_rest,0.109,0.395,54.0,0.038,0.001,3.09,3.569,2.1157,0.4343,0.8855,0.7678,0.2484,0.7203,0.006613,-0.002025,0.0033659999999999996,0.00032599999999999996,0.0037329999999999998,-0.003075,2.0108,0.4146,0.7836,0.7379,0.3655,0.4113,0.311436,0.087185,0.116349,0.17546099999999998,0.12220999999999999,0.11336900000000001,0.6029,113.0,0.7765,1.0659,93.3884,72.0512,16.1866
0025384_session_1,rest_3_rest,0.040999999999999995,0.342,10.0,0.013000000000000001,-0.002,0.495,1.641,0.2225,0.1813,0.0633,0.3381,0.0671,0.2372,0.002722,0.009025,0.0027949999999999997,-0.009658,0.0037920000000000002,-0.003922999999999999,0.2917,0.6236,0.2936,0.7008,0.317,0.2636,0.14943900000000002,0.33810500000000004,0.119198,0.307496,0.15667799999999998,0.086503,0.1693,29.0,0.4114,0.3307,23.9669,27.3819,4.3897
0025385_session_1,rest_3_rest,0.066,0.401,22.0,0.023,-0.003,0.764,1.5330000000000001,0.1012,0.3068,0.1044,0.4017,0.077,0.4191,0.00041799999999999997,0.003929,0.005358,-0.002967,0.0022129999999999997,-0.003325,0.2328,0.5138,0.3347,0.6535,0.2349,0.3714,0.055189,0.138736,0.164422,0.198416,0.063545,0.114015,0.3192,92.0,0.5649,0.5373,76.0331,30.9592,8.6793
0025386_session_1,rest_3_rest,0.065,0.18100000000000002,23.0,0.006999999999999999,-0.004,0.175,1.124,0.0432,0.0846,0.042,0.1866,0.0294,0.1288,0.001929,0.007909000000000001,0.001222,0.001492,0.000407,-0.004195,0.1512,0.6112,0.1451,0.1793,0.0545,0.3039,0.051985,0.17086099999999999,0.057877,0.057967,0.015964,0.07638099999999999,0.1685,37.0,0.4105,0.2572,30.5785,32.4988,5.4484
0025387_session_1,rest_3_rest,0.013999999999999999,0.055,0.0,0.005,-0.0,0.11,0.268,0.0309,0.0589,0.043,0.0657,0.0378,0.02,-0.000153,-0.00122,1.7e-05,-0.00064,-8.6e-05,0.000618,0.0451,0.1214,0.062,0.1112,0.0302,0.0485,0.013547,0.048992,0.014037,0.042138999999999996,0.009879,0.020442,0.0505,0.0,0.2248,0.0905,0.0,21.0634,1.025
0025388_session_1,rest_3_rest,0.019,0.19699999999999998,3.0,0.004,-0.002,0.26,0.494,0.0129,0.0746,0.0175,0.0847,0.0155,0.2111,-0.000281,-0.0014960000000000002,-0.0016129999999999999,-8.3e-05,0.000502,-0.001644,0.0403,0.1505,0.1239,0.0625,0.0422,0.2401,0.010674,0.043467,0.041408999999999994,0.02283,0.008927,0.049132,0.0553,3.0,0.2352,0.1027,2.4793,19.599,1.5704
0025389_session_1,rest_3_rest,0.026000000000000002,0.217,3.0,0.008,-0.0,0.7659999999999999,0.938,0.0686,0.3197,0.0481,0.2358,0.0934,0.0701,0.00103,-0.004625,0.000742,-8.2e-05,0.001282,-0.001459,0.1605,0.4244,0.0681,0.2394,0.1486,0.1101,0.037444,0.185442,0.02392,0.034197000000000005,0.037903,0.02765,0.101,7.0,0.3178,0.2049,5.7851,22.3524,2.3702
0025390_session_1,rest_3_rest,0.023,0.16,3.0,0.006999999999999999,-0.001,0.131,0.5770000000000001,0.0234,0.1203,0.0245,0.1045,0.03,0.1567,-0.001768,0.002534,0.000678,0.001434,-0.000462,-0.003626,0.1318,0.2436,0.0713,0.1478,0.0435,0.2739,0.062278,0.099557,0.031653,0.034019,0.013659000000000001,0.107597,0.0772,5.0,0.2779,0.1514,4.1322,23.387,2.0236
0025391_session_1,rest_3_rest,0.016,0.081,0.0,0.006,-0.003,0.147,0.7909999999999999,0.0156,0.0832,0.0323,0.0798,0.0185,0.1258,0.001916,0.0007099999999999999,0.002118,0.005391,0.001549,-0.003237,0.1593,0.1417,0.1839,0.4329,0.1162,0.2297,0.040589,0.05272999999999999,0.039645,0.114648,0.029873,0.09070700000000001,0.0667,3.0,0.2583,0.1204,2.4793,20.8817,1.4499
0025392_session_1,rest_3_rest,0.054000000000000006,0.278,14.0,0.008,-0.001,0.252,0.5770000000000001,0.063,0.0789,0.0795,0.32,0.0343,0.1677,0.001407,-0.0011619999999999998,0.002665,-0.000397,0.001046,-0.001585,0.1094,0.1426,0.2036,0.3849,0.0841,0.1442,0.037659,0.037507,0.09438400000000001,0.102682,0.031867,0.044346,0.1493,29.0,0.3863,0.2584,23.9669,26.9287,4.8544
0025393_session_1,rest_3_rest,0.017,0.087,0.0,0.005,-0.001,0.18,0.405,0.0466,0.0725,0.0344,0.1415,0.02,0.0475,-0.000687,0.002353,0.000576,-0.000794,0.000452,-0.0028,0.0711,0.1403,0.085,0.1523,0.0439,0.2066,0.032038,0.060695000000000006,0.023367,0.046610000000000006,0.009495,0.076115,0.0668,1.0,0.2584,0.1213,0.8264,21.421,1.7252
0025394_session_1,rest_3_rest,0.025,0.35600000000000004,5.0,0.006999999999999999,-0.004,0.726,1.182,0.0642,0.3457,0.1736,0.2916,0.0899,0.2082,-0.002013,0.000544,-0.002702,0.0067,-0.001472,-0.0021100000000000003,0.1687,0.2762,0.2691,0.6373,0.1312,0.2846,0.057162,0.047439,0.085358,0.15473800000000001,0.037844,0.045478,0.0849,5.0,0.2914,0.1718,4.1322,20.0758,2.0571
0025395_session_1,rest_3_rest,0.01,0.032,0.0,0.003,-0.001,0.069,0.336,0.007,0.035,0.0076,0.0334,0.0101,0.0335,5.6000000000000006e-05,-0.000528,0.000304,-0.00117,0.000288,-0.003453,0.0116,0.069,0.0347,0.1427,0.0325,0.2373,0.0036710000000000002,0.009963,0.009756,0.058159,0.011151000000000001,0.096493,0.0311,0.0,0.1763,0.051,0.0,20.5326,0.7322
0025396_session_1,rest_3_rest,0.019,0.201,1.0,0.006999999999999999,-0.004,0.35600000000000004,1.056,0.0347,0.1099,0.0395,0.2738,0.0525,0.0703,-0.002346,-0.005522,-0.0015429999999999999,0.003006,-0.001124,-0.002919,0.1688,0.4263,0.1135,0.3037,0.0741,0.1905,0.06791799999999999,0.233158,0.058566,0.106735,0.027726999999999998,0.069643,0.0698,3.0,0.2641,0.1378,2.4793,22.2931,1.6777
0025397_session_1,rest_3_rest,0.013000000000000001,0.040999999999999995,0.0,0.002,-0.002,0.057999999999999996,0.42700000000000005,0.0151,0.0218,0.0102,0.0615,0.0151,0.0938,-0.0008609999999999999,-0.000408,-0.000659,0.003445,-0.000381,-0.001216,0.0688,0.0409,0.0447,0.3193,0.0482,0.0997,0.029141000000000004,0.013369999999999998,0.016672,0.101767,0.019357,0.028177999999999998,0.0394,0.0,0.1986,0.0664,0.0,22.1578,1.162
0025398_session_1,rest_3_rest,0.016,0.09699999999999999,0.0,0.005,0.001,0.11699999999999999,0.64,0.0317,0.0489,0.0333,0.1076,0.0191,0.0497,0.001474,-0.002082,0.000508,0.004185,0.00014,-0.001697,0.124,0.2122,0.0666,0.2672,0.0649,0.1546,0.052992,0.084497,0.027248,0.15102000000000002,0.022473,0.044786,0.0556,0.0,0.2358,0.1046,0.0,22.3907,1.3466
