uid,falff_50,falff_75,falff_90,falff_fwhm,falff_mean,reho_50,reho_75,reho_90,reho_fwhm,reho_mean,vmhc_50,vmhc_75,vmhc_90,vmhc_fwhm,vmhc_mean,site_x,tr,Subject,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson,site_y
0025567_session_2_scan_rest_2_rest,0.6503552440553904,0.7069078739732504,0.7669950432609767,4.5643199999999995,0.6598676811722649,0.13381841033697128,0.20413440093398091,0.27194079160690315,12.44,0.15100543200969696,0.4140344262123108,0.6148090511560439,0.7581139802932739,6.14545,0.38790035247802734,IPCAS_3,2000,0025567_session_2,rest_2_rest,0.033,0.319,7.0,0.008,0.0,0.557,0.735,0.0543,0.2274,0.0566,0.3629,0.0196,0.1561,-6.1e-05,0.000281,-5.1e-05,0.000637,9e-06,-0.001007,0.0576,0.207,0.078,0.4406,0.0233,0.1336,0.009588,0.037516,0.011361,0.056918,0.006522,0.048433,0.0936,11.0,0.306,0.1898,6.0773,20.5636,2.434,IPCAS_3
0025568_session_1_scan_rest_2_rest,0.6352763520553708,0.6816729395650327,0.7352074636146426,4.254659999999999,0.6423070717482949,0.11354245617985725,0.16956009343266487,0.22407924830913545,12.1794,0.12879745662212372,0.2916580438613892,0.4889073967933655,0.6688401103019714,6.27461,0.3097708821296692,IPCAS_3,2000,0025568_session_1,rest_2_rest,0.035,0.376,4.0,0.008,-0.001,0.409,0.841,0.0351,0.1075,0.0814,0.7767,0.0544,0.2135,9.8e-05,-0.000206,-8.499999999999999e-05,-0.005677000000000001,-4.2e-05,-0.000208,0.0441,0.187,0.0658,0.6063,0.0443,0.1199,0.022804,0.060153,0.022319,0.37335,0.018999,0.041364,0.1475,16.0,0.384,0.2324,8.8398,20.006,4.959,IPCAS_3
0025568_session_1_scan_rest_1_rest,0.6525857923552394,0.7075789771042764,0.7699045864865184,4.45216,0.6609510796661385,0.11450021713972093,0.1839725971221924,0.2544411182403564,13.0324,0.13685551285743713,0.2840675711631775,0.5016964673995972,0.7359883785247803,6.83299,0.31164929270744324,IPCAS_3,2000,0025568_session_1,rest_1_rest,0.04,0.091,0.0,0.006999999999999999,-0.001,0.204,0.858,0.0578,0.1209,0.0207,0.1045,0.0223,0.1487,-0.00013000000000000002,-0.004207,-9.1e-05,0.002145,-0.000391,-0.002322,0.1026,0.4105,0.0413,0.3002,0.0491,0.2368,0.033138,0.177973,0.014827000000000003,0.097177,0.019923,0.091996,0.1235,4.0,0.3514,0.1738,2.2099,16.5136,4.1962,IPCAS_3
0025569_session_1_scan_rest_1_rest,0.6406234712339938,0.6876749126240611,0.7383456956595182,4.41582,0.6452327946682598,0.12003304809331895,0.1799723468720913,0.2434993728995324,11.6717,0.13576431572437286,0.4356746971607208,0.6308580189943314,0.7591615915298462,6.22593,0.4041154384613037,IPCAS_3,2000,0025569_session_1,rest_1_rest,0.015,0.073,0.0,0.004,-0.001,0.136,0.518,0.0681,0.0449,0.0247,0.0753,0.0848,0.0953,-0.000776,0.00135,-8.9e-05,-0.001907,-0.001011,-0.001394,0.1137,0.1531,0.0632,0.2497,0.1537,0.1656,0.053025,0.057361,0.023231,0.100985,0.075847,0.076015,0.0575,1.0,0.2398,0.1034,0.5525,16.2733,1.4944,IPCAS_3
0025569_session_1_scan_rest_2_rest,0.6306838341988623,0.6802881807088852,0.7369788624346256,4.44458,0.6388249211480179,0.10384367406368256,0.15540509670972824,0.2125564992427826,11.606,0.11963439732789992,0.3419044315814972,0.5375998616218567,0.7006292581558227,6.10098,0.3423811197280884,IPCAS_3,2000,0025569_session_1,rest_2_rest,0.013,0.073,0.0,0.003,-0.0,0.069,0.366,0.0576,0.0391,0.0383,0.0928,0.0505,0.0884,-0.000893,0.000455,0.0006,-4.3e-05,-0.00013000000000000002,-0.0007769999999999999,0.1606,0.1009,0.1055,0.1055,0.1058,0.1287,0.044756,0.029321,0.033654,0.030909,0.028721,0.048428,0.0562,2.0,0.237,0.1072,1.105,15.8454,1.4179,IPCAS_3
0025570_session_1_scan_rest_2_rest,0.6293491460382938,0.6848799530416727,0.7589210290461779,4.70108,0.6417852671560269,0.1107233427464962,0.1797032542526722,0.2526818692684173,12.9046,0.1331048309803009,0.3834654688835144,0.5923237800598145,0.7462382197380066,6.37934,0.3753218948841095,IPCAS_3,2000,0025570_session_1,rest_2_rest,0.015,0.106,1.0,0.004,-0.0,0.211,0.5539999999999999,0.0191,0.1158,0.0168,0.1232,0.0197,0.0946,0.000918,-0.000523,0.000967,-0.002109,0.001361,0.00014099999999999998,0.1082,0.16699999999999998,0.1093,0.2923,0.1788,0.0973,0.039141,0.034577,0.034708,0.112941,0.074037,0.024833,0.0509,1.0,0.2256,0.0855,0.5525,21.0019,1.3692,IPCAS_3
0025570_session_1_scan_rest_1_rest,0.6326556904241443,0.6796529702842236,0.7447261270135641,4.41564,0.6427292362065399,0.09708614647388457,0.15982231497764587,0.23347555696964264,13.2658,0.12075397372245787,0.33476269245147705,0.5407372713088989,0.7064837813377379,6.24566,0.33930373191833496,IPCAS_3,2000,0025570_session_1,rest_1_rest,0.016,0.057,0.0,0.004,-0.002,0.13,0.957,0.0448,0.0449,0.0316,0.0623,0.0245,0.0747,-0.001042,0.002375,0.001536,-0.002834,-0.002333,-0.001664,0.1321,0.268,0.1625,0.3139,0.2599,0.1934,0.048946,0.101315,0.085325,0.133247,0.097139,0.096476,0.0536,0.0,0.2316,0.0806,0.0,21.4975,1.4267,IPCAS_3
0025571_session_1_scan_rest_1_rest,0.6406198004260659,0.6937098391354084,0.7467998778447509,4.35496,0.6481366689929847,0.12555906921625135,0.19150223955512047,0.25510551333427434,12.4682,0.14184528589248654,0.4228120446205139,0.6225470304489136,0.7742909431457519,6.87401,0.4042410552501679,IPCAS_3,2000,0025571_session_1,rest_1_rest,0.024,0.264,8.0,0.009000000000000001,-0.003,0.652,1.294,0.2914,0.5118,0.1411,0.4701,0.1968,0.4297,0.00028700000000000004,0.002958,0.001338,0.003737,-0.001925,-0.001785,0.2363,0.5836,0.3376,0.6232,0.3311,0.2532,0.055779,0.223265,0.102279,0.400718,0.205477,0.117058,0.1231,13.0,0.3509,0.2796,7.1823,18.8333,2.947,IPCAS_3
0025571_session_1_scan_rest_2_rest,0.6273395614698529,0.6811115238815546,0.7420530812814832,4.27038,0.6366436968504721,0.12285012751817705,0.19041258096694946,0.2591750919818878,12.7698,0.14182229340076447,0.4102601110935211,0.6112441420555115,0.7764129638671875,6.9836100000000005,0.3957673609256744,IPCAS_3,2000,0025571_session_1,rest_2_rest,0.036000000000000004,0.155,2.0,0.01,0.002,0.353,0.938,0.1956,0.1558,0.2063,0.7484,0.1132,0.1579,-0.0008300000000000001,-0.000912,-0.000644,-0.000317,-0.00011,-0.001205,0.2706,0.4434,0.22899999999999998,0.4871,0.135,0.1716,0.081064,0.093454,0.044776,0.16926300000000002,0.036554,0.056563,0.1149,14.0,0.3389,0.2154,7.7348,19.3532,2.8186,IPCAS_3
0025572_session_1_scan_rest_1_rest,0.6223037210293114,0.6677528691943735,0.7201941940002143,3.9807699999999997,0.6287697965240939,0.10707619041204453,0.16114343330264091,0.2195901468396187,12.3472,0.12222414463758467,0.3887731283903122,0.5851880311965942,0.7418364882469177,6.49667,0.3803825378417969,IPCAS_3,2000,0025572_session_1,rest_1_rest,0.026,0.197,2.0,0.006,0.0,0.423,0.861,0.0892,0.2768,0.0842,0.2171,0.0321,0.1091,0.000306,0.00396,-0.0007650000000000001,-0.002304,-0.0004570000000000001,-0.002854,0.0792,0.4191,0.0973,0.2796,0.0511,0.2719,0.025142,0.217033,0.052143,0.144901,0.023879,0.151364,0.0851,6.0,0.2917,0.1553,3.3149,20.9091,2.2286,IPCAS_3
0025572_session_1_scan_rest_2_rest,0.6247577036265284,0.6789274467155337,0.7403198222164065,4.20527,0.6357061228648068,0.1294870302081108,0.1981990486383438,0.26036656498909,12.4999,0.14549098908901215,0.4565567076206207,0.6589535474777222,0.8033631682395941,6.607080000000001,0.4294873774051666,IPCAS_3,2000,0025572_session_1,rest_2_rest,0.026,0.094,0.0,0.006,-0.0,0.105,0.342,0.0561,0.0766,0.0381,0.1096,0.0437,0.0938,-0.001202,-0.000867,5.9e-05,-0.0008089999999999999,-0.000675,-0.000306,0.1607,0.1508,0.0641,0.2145,0.0903,0.0751,0.056522,0.03222,0.018886,0.096469,0.032175,0.021141,0.0848,3.0,0.2911,0.1416,1.6575,20.4642,2.1462,IPCAS_3
0025573_session_1_scan_rest_2_rest,0.6256239539943635,0.6713155910838395,0.7208734436193558,3.8948699999999996,0.6332767083521795,0.11141810938715936,0.1638411432504654,0.22175276428461074,11.7805,0.12621568143367767,0.3881285190582275,0.5798094868659973,0.7317753434181213,6.6913,0.37613287568092346,IPCAS_3,2000,0025573_session_1,rest_2_rest,0.023,0.325,5.0,0.006,0.001,0.502,0.7709999999999999,0.0621,0.1504,0.0539,0.3396,0.0412,0.1937,-9.6e-05,0.000746,0.000766,-0.002073,-0.000656,-0.000647,0.0747,0.1711,0.0809,0.5024,0.0749,0.1406,0.01164,0.045382,0.035571,0.12007,0.029974,0.048939,0.0763,13.0,0.2763,0.16699999999999998,7.1823,16.7074,1.9684,IPCAS_3
0025573_session_1_scan_rest_1_rest,0.6482646539807321,0.7011123159900308,0.7574831554666162,4.29408,0.6580217566741997,0.1206510104238987,0.17685281857848167,0.24082191288471225,11.9548,0.13551108539104462,0.4458474516868591,0.6323930621147156,0.7704212307929993,6.4510000000000005,0.4153269231319428,IPCAS_3,2000,0025573_session_1,rest_1_rest,0.018000000000000002,0.166,2.0,0.003,-0.0,0.171,0.361,0.023,0.0346,0.018000000000000002,0.0744,0.0239,0.1843,0.000285,0.000893,0.00107,-0.000726,-0.000958,-0.00173,0.0717,0.083,0.11699999999999999,0.1231,0.1004,0.2769,0.01542,0.036034,0.0431,0.045709,0.047495,0.117858,0.0477,2.0,0.2183,0.0904,1.105,15.7809,1.2831,IPCAS_3
0025574_session_1_scan_rest_1_rest,0.6310640384908766,0.6809787082020193,0.7380240450147539,4.31401,0.6406652924452438,0.11276163160800935,0.17613718658685684,0.2441488564014435,12.5246,0.13252940773963928,0.3666887581348419,0.5636929869651794,0.7262717485427856,6.38929,0.3624056279659271,IPCAS_3,2000,0025574_session_1,rest_1_rest,0.03,0.258,4.0,0.008,-0.005,0.224,1.366,0.0342,0.1085,0.06,0.1485,0.0486,0.3897,-0.003239,-0.000167,-0.002601,-0.002178,-0.004329,-0.0006580000000000001,0.4801,0.1262,0.3418,0.2897,0.6102,0.3273,0.089327,0.041279,0.08665700000000001,0.126523,0.117783,0.091451,0.1,4.0,0.3163,0.1597,2.2099,19.3553,2.6865,IPCAS_3
0025574_session_1_scan_rest_2_rest,0.6479069758206606,0.7042467128485441,0.7605864498764277,4.427169999999999,0.6545801990222192,0.13959285616874695,0.2030848003923893,0.27449782192707056,11.8517,0.15529821813106534,0.4837892651557922,0.6807017326354979,0.8209811091423034,6.36329,0.4472628235816956,IPCAS_3,2000,0025574_session_1,rest_2_rest,0.068,0.29100000000000004,45.0,0.018000000000000002,0.001,0.472,0.8909999999999999,0.0489,0.2869,0.044000000000000004,0.2859,0.0415,0.2997,-0.00023,-0.001068,0.00091,-0.000661,0.000312,-0.00032,0.087,0.5044,0.1218,0.2677,0.0619,0.336,0.031849,0.150831,0.058891,0.093117,0.030686,0.076183,0.2065,87.0,0.4544,0.35,48.0663,25.3391,6.079,IPCAS_3
0025575_session_1_scan_rest_2_rest,0.6551235103979707,0.716654447838664,0.7745659183710814,4.6298699999999995,0.6633915539460041,0.13570400327444074,0.2107616253197193,0.2816473960876465,12.574000000000002,0.15421368181705475,0.4521024823188782,0.6308408379554749,0.7610184013843537,6.4227099999999995,0.4181690812110901,IPCAS_3,2000,0025575_session_1,rest_2_rest,0.021,0.078,0.0,0.008,-0.001,0.136,0.459,0.0195,0.0783,0.0248,0.1248,0.0232,0.08800000000000001,-7.7e-05,0.000663,0.000633,-0.001603,0.000365,-0.001571,0.0316,0.1544,0.0795,0.2332,0.046,0.1593,0.009957,0.037981,0.034203,0.06708099999999999,0.018098,0.046086,0.1018,1.0,0.3191,0.1488,0.5525,18.6061,2.7351,IPCAS_3
0025575_session_1_scan_rest_1_rest,0.6512911275494844,0.7088638239074498,0.7714741311967426,4.75289,0.6599835476827318,0.1335310935974121,0.21233181655406952,0.2841926872730255,13.0048,0.15373259782791138,0.4534493088722229,0.6226494312286377,0.7476744174957276,6.42277,0.4133691787719727,IPCAS_3,2000,0025575_session_1,rest_1_rest,0.03,0.07200000000000001,0.0,0.01,-0.003,0.241,1.213,0.0232,0.1563,0.0358,0.0923,0.03,0.0983,-0.000242,0.004436,-0.000116,-0.002902,-0.000528,-0.002913,0.0542,0.5822,0.0311,0.3171,0.0631,0.3376,0.022047,0.199864,0.010002,0.114295,0.024561000000000003,0.131759,0.1047,4.0,0.3236,0.1487,2.2099,18.6015,2.7709,IPCAS_3
0025576_session_1_scan_rest_1_rest,0.6222030471544713,0.666891663800925,0.7115802804473788,4.1830099999999995,0.6262320155947005,0.11997828632593155,0.1777159422636032,0.2400321274995804,12.4669,0.13640519976615906,0.4472621083259583,0.6226231604814529,0.7760346531867981,6.484380000000001,0.4188107848167419,IPCAS_3,2000,0025576_session_1,rest_1_rest,0.035,0.251,5.0,0.015,-0.002,0.5720000000000001,1.452,0.0691,0.1985,0.0719,0.2731,0.0464,0.1112,-0.000445,0.006345,-0.000627,-0.003401,-6e-06,-0.0032240000000000003,0.0787,0.7203,0.1181,0.4182,0.0862,0.345,0.023293,0.32318600000000003,0.038610000000000005,0.250429,0.025904000000000003,0.183601,0.1567,48.0,0.3959,0.2624,26.5193,22.5894,3.8924,IPCAS_3
0025576_session_1_scan_rest_2_rest,0.6250023103784771,0.6698919790796936,0.7216877506580204,4.25599,0.6309984080798581,0.10880327969789504,0.17174780368804932,0.2379869520664215,13.0263,0.12946002185344696,0.40616604685783386,0.6011929959058762,0.7774373292922975,6.52409,0.3963357210159302,IPCAS_3,2000,0025576_session_1,rest_2_rest,0.018000000000000002,0.081,0.0,0.008,-0.001,0.156,0.47,0.0281,0.1106,0.1275,0.1735,0.0519,0.1871,-0.000625,0.000677,-0.000691,-0.000118,-0.00091,-0.0005780000000000001,0.1024,0.1938,0.1864,0.1262,0.1756,0.1106,0.044606,0.039863,0.084577,0.037036,0.08015599999999999,0.029651,0.1565,51.0,0.3956,0.2464,28.1768,23.3713,4.1791,IPCAS_3
0025577_session_1_scan_rest_1_rest,0.6380052433814853,0.6843408197164536,0.7378049462568015,4.36889,0.6437176244307388,0.11701790243387222,0.1769905537366867,0.23846872746944425,12.4062,0.13326926529407498,0.4093026518821716,0.6122144460678101,0.7753872513771056,6.899610000000001,0.3967711925506592,IPCAS_3,2000,0025577_session_1,rest_1_rest,0.044,0.171,4.0,0.008,-0.003,0.6509999999999999,1.707,0.128,0.545,0.0633,0.4661,0.0705,0.2179,0.000447,0.007197,-0.000241,-0.004734,0.000955,-0.004825,0.1101,0.84,0.0655,0.5763,0.1477,0.5436,0.039064,0.481874,0.017731,0.30395500000000003,0.056818,0.30806100000000003,0.1096,6.0,0.3311,0.2019,3.3149,17.558,3.1005,IPCAS_3
0025577_session_1_scan_rest_2_rest,0.6170844063162804,0.6621523685753345,0.7106870971620083,4.1342300000000005,0.6226337220835255,0.1316632330417633,0.1898912452161312,0.2464494794607162,11.3621,0.14437337219715118,0.4991027116775513,0.6758631765842438,0.8093688488006592,6.4824,0.4534800350666046,IPCAS_3,2000,0025577_session_1,rest_2_rest,0.066,0.586,36.0,0.02,0.003,1.423,1.78,0.3259,0.7536,0.0864,0.4151,0.2725,0.5756,-0.00064,0.002922,0.000998,-0.000226,0.001283,0.00023,0.4364,0.873,0.1536,0.5769,0.3543,0.5862,0.087838,0.111131,0.044099,0.080849,0.06859900000000001,0.13013,0.2517,82.0,0.5017,0.5365,45.3039,21.0557,5.7743,IPCAS_3
0025578_session_1_scan_rest_1_rest,0.6253104284405708,0.6786039308644831,0.7390032336115837,4.35861,0.6344782045669516,0.12137622386217115,0.1879406608641148,0.2560918152332307,12.5552,0.13964325189590454,0.4368148744106293,0.6338684558868408,0.7726956903934479,6.3660000000000005,0.4100542664527893,IPCAS_3,2000,0025578_session_1,rest_1_rest,0.029,0.153,5.0,0.006,-0.001,0.305,1.021,0.0424,0.1646,0.0983,0.3765,0.06,0.3177,3.5e-05,0.004045,0.000436,-0.00324,-0.000121,-0.004141,0.0319,0.4332,0.13699999999999998,0.4056,0.0802,0.4392,0.006286,0.12913,0.036139,0.155719,0.012718,0.149488,0.0864,12.0,0.2939,0.1787,6.6298,19.7565,2.5380000000000003,IPCAS_3
0025578_session_1_scan_rest_2_rest,0.6178589421324432,0.6627313792705536,0.707603816408664,4.1721900000000005,0.6186538940271631,0.13118217885494232,0.17873463034629822,0.22740571200847626,10.9256,0.13920356333255768,0.4918944388628006,0.6606065183877945,0.7887575566768646,6.20578,0.4446530342102051,IPCAS_3,2000,0025578_session_1,rest_2_rest,0.097,3.292,27.0,0.035,-0.023,7.667000000000002,10.543,0.2277,6.9828,0.4622,1.9561,0.3828,4.5839,0.003215,-0.014769,-0.001364,-0.004063000000000001,-0.001369,0.007913,0.4643,5.2414,0.3611,2.2644,0.3246,3.636,0.063621,0.743903,0.118683,0.290747,0.07245900000000001,0.4975979999999999,0.3551,47.0,0.5959,1.1595,25.9669,25.8719,6.7833,IPCAS_3
0025579_session_1_scan_rest_2_rest,0.6543892642948776,0.7158512393943965,0.7809286247938871,4.65203,0.6648960937720337,0.14525644481182098,0.22110165655612946,0.2950976014137268,12.9926,0.163290336728096,0.5269627273082733,0.7058744430541992,0.8241760611534119,6.728269999999999,0.4759428203105927,IPCAS_3,2000,0025579_session_1,rest_2_rest,0.035,0.294,7.0,0.006999999999999999,-0.001,0.505,0.893,0.0659,0.3285,0.1114,0.3404,0.0941,0.1469,-0.000489,-0.001492,0.0008039999999999999,-6.1e-05,-0.000434,0.000752,0.188,0.2743,0.2253,0.4191,0.2124,0.1421,0.052852,0.044501,0.111502,0.06212300000000001,0.027932,0.054226,0.1211,14.0,0.348,0.2171,7.7348,20.5338,3.2146,IPCAS_3
0025579_session_1_scan_rest_1_rest,0.6527189102489501,0.7032054557930678,0.7572981831617653,4.3924199999999995,0.6588231937010874,0.120936781167984,0.1843496486544609,0.24890711903572085,12.1223,0.13805031776428225,0.4555560648441314,0.6438023447990417,0.7736477255821228,6.44108,0.4207439720630646,IPCAS_3,2000,0025579_session_1,rest_1_rest,0.027000000000000003,0.5660000000000001,2.0,0.006999999999999999,-0.005,0.743,1.365,0.125,0.1624,0.0665,0.569,0.0317,0.0808,0.003987,0.0008869999999999998,0.001004,0.004383,0.000851,0.000322,0.4737,0.2215,0.1749,0.9121,0.0894,0.1082,0.10547,0.020193,0.02339,0.072394,0.024932,0.029595,0.081,6.0,0.2847,0.1515,3.3149,16.9882,2.0662,IPCAS_3
0025580_session_1_scan_rest_2_rest,0.6348521520849317,0.6880520530976355,0.75189193431288,4.40499,0.6471230747150344,0.11283604055643083,0.17685149610042572,0.24333743453025825,12.6627,0.1335127055644989,0.3032172620296478,0.4978811666369438,0.6803716421127319,6.38516,0.315904438495636,IPCAS_3,2000,0025580_session_1,rest_2_rest,0.02,0.059,0.0,0.003,-0.0,0.103,0.24,0.0137,0.0317,0.0169,0.0486,0.0277,0.1109,0.000132,0.0007639999999999999,-0.000128,0.0006259999999999999,-0.000282,-0.0004280000000000001,0.039,0.0966,0.0202,0.1116,0.0367,0.1316,0.015629,0.021571,0.005539,0.05369,0.012046,0.053678,0.0539,0.0,0.2323,0.0856,0.0,16.3316,1.7196,IPCAS_3
0025580_session_1_scan_rest_1_rest,0.6385576862376183,0.6890650738496333,0.7467878025490791,4.37522,0.6463349963028286,0.10278336703777312,0.1666547879576683,0.2329497575759888,12.8126,0.12437587231397627,0.2863273471593857,0.486879363656044,0.665399968624115,6.24686,0.303012877702713,IPCAS_3,2000,0025580_session_1,rest_1_rest,0.02,0.057,0.0,0.003,-0.001,0.064,0.539,0.0111,0.0405,0.0187,0.0459,0.0145,0.0713,0.000387,-0.001759,8.8e-05,0.001418,0.000264,-0.001858,0.059000000000000004,0.1995,0.0156,0.1784,0.033,0.2586,0.013713,0.07527,0.004077,0.088828,0.009468,0.097402,0.0515,0.0,0.22699999999999998,0.0771,0.0,15.8522,1.6056,IPCAS_3
0025581_session_1_scan_rest_2_rest,0.6241983417421579,0.6716916938312352,0.7157926636282355,4.07472,0.6296419600785504,0.10383238643407823,0.14876289665699005,0.19494661092758175,11.0893,0.1151641383767128,0.2705472409725189,0.4662311971187592,0.6518295764923097,6.3161,0.2892901301383972,IPCAS_3,2000,0025581_session_1,rest_2_rest,0.047,0.272,23.0,0.012,0.004,0.493,1.471,0.0778,0.1845,0.1015,0.3672,0.0594,0.4891,0.000771,0.004785,0.000567,-0.000515,0.001292,0.000516,0.1304,0.878,0.2115,0.4376,0.1857,0.2719,0.047327,0.166376,0.042089,0.095076,0.03565,0.059176,0.1836,59.0,0.4285,0.4076,32.5967,23.0523,5.5794,IPCAS_3
0025581_session_1_scan_rest_1_rest,0.6193649705965072,0.6648550531826913,0.7138443728908896,4.0873,0.6258269153330034,0.09334122017025948,0.13555198907852173,0.1834056556224823,11.1928,0.10632743686437607,0.27489417791366577,0.4585570842027664,0.6329833269119263,6.15468,0.28940680623054504,IPCAS_3,2000,0025581_session_1,rest_1_rest,0.054000000000000006,0.314,24.0,0.011,0.002,0.501,2.139,0.0451,0.1632,0.043,0.5849,0.07200000000000001,0.4392,0.004226,-0.009076,0.001288,0.003406,-0.000228,-0.003334,0.3886,0.9772,0.1627,0.6982,0.1434,0.3705,0.180494,0.477652,0.07666,0.193977,0.039586,0.143796,0.1608,50.0,0.401,0.3082,27.6243,21.5331,5.1541,IPCAS_3
0025582_session_1_scan_rest_1_rest,0.6207672990858555,0.6630923422053456,0.7159986461047083,4.03014,0.626177171180653,0.09565801918506622,0.15358427166938782,0.2134409666061402,12.4033,0.1154518648982048,0.3376316130161285,0.5453508496284485,0.7195638418197632,6.5117400000000005,0.3433309495449066,IPCAS_3,2000,0025582_session_1,rest_1_rest,0.077,0.18,64.0,0.005,-0.002,0.228,0.513,0.0272,0.0602,0.026000000000000002,0.1004,0.0242,0.2352,0.001249,-0.000135,0.0013050000000000002,5.1e-05,0.000966,-0.001834,0.1565,0.0513,0.1668,0.0934,0.1346,0.27899999999999997,0.058413,0.015182,0.05875800000000001,0.026624,0.051921,0.121764,0.1645,54.0,0.4056,0.2594,29.8343,23.4892,5.7177,IPCAS_3
0025582_session_1_scan_rest_2_rest,0.6331561193801463,0.6791395246982574,0.7357344850897789,4.33895,0.641319456989535,0.10356740653514862,0.16820162534713745,0.2368483439087868,12.395999999999999,0.12576551735401156,0.37247759103775024,0.5740192234516144,0.7565574645996096,6.612260000000001,0.3710251450538635,IPCAS_3,2000,0025582_session_1,rest_2_rest,0.02,0.093,0.0,0.006,-0.0,0.118,0.321,0.0322,0.057999999999999996,0.0195,0.0971,0.027000000000000003,0.209,-0.000115,-0.001506,0.000227,6.500000000000001e-05,0.000107,-0.000518,0.0408,0.1706,0.0377,0.0941,0.0412,0.1175,0.014008,0.064069,0.012049,0.028362,0.009024,0.05486,0.1711,65.0,0.4136,0.2463,35.9116,22.9125,5.8718,IPCAS_3
0025583_session_1_scan_rest_1_rest,0.6314736760687083,0.6814207464922221,0.7420707605779171,4.53492,0.6385627184216607,0.13195817172527313,0.20126928389072415,0.2647333085536957,12.5228,0.1478310227394104,0.4765448868274689,0.6516254544258118,0.7710150897502899,6.1932599999999995,0.4356685280799866,IPCAS_3,2000,0025583_session_1,rest_1_rest,0.045,0.181,11.0,0.005,-0.0,0.206,0.318,0.0227,0.0587,0.0113,0.1385,0.0155,0.1649,0.000427,-0.000859,-0.000174,-0.000687,0.00018,-0.001023,0.0506,0.0894,0.0254,0.146,0.024,0.1826,0.015816,0.04215,0.0074870000000000015,0.053579,0.007423999999999998,0.046104,0.0958,9.0,0.3096,0.1684,4.9724,22.7306,3.0947,IPCAS_3
0025583_session_1_scan_rest_2_rest,0.6425044499337673,0.689166784286499,0.7430079393088818,4.16697,0.6481920020188421,0.12856991589069364,0.19224745780229568,0.254353141784668,12.6686,0.14330866932868958,0.4723066985607147,0.6525591611862183,0.7737692832946778,6.25451,0.4322973787784576,IPCAS_3,2000,0025583_session_1,rest_2_rest,0.027000000000000003,0.123,1.0,0.006999999999999999,-0.001,0.16,0.596,0.0185,0.1103,0.017,0.0715,0.0325,0.1712,0.000607,-0.002746,-0.000911,0.000552,-3.6e-05,3.6e-05,0.0757,0.2756,0.0921,0.1218,0.0208,0.1288,0.026652,0.12031300000000003,0.045038,0.024904,0.007454,0.038477,0.0989,1.0,0.3145,0.1539,0.5525,21.2356,3.4576,IPCAS_3
0025584_session_1_scan_rest_1_rest,0.6321661211550236,0.6860439155716449,0.7435135629493743,4.572080000000001,0.6409507772274046,0.12551278620958328,0.1883065477013588,0.2540381997823716,12.4923,0.14161550998687744,0.3680534362792969,0.5639322996139526,0.7210235118865966,6.23851,0.3578876554965973,IPCAS_3,2000,0025584_session_1,rest_1_rest,0.063,0.23,34.0,0.006,0.0,0.173,1.12,0.0205,0.1624,0.0374,0.1102,0.0256,0.3263,0.001929,-0.005944,-0.002665,-4e-05,0.001911,-0.0032409999999999995,0.1771,0.5466,0.2498,0.285,0.1912,0.4049,0.097909,0.352768,0.122898,0.064496,0.102978,0.182378,0.1133,18.0,0.3367,0.1977,9.9448,21.0768,4.2848,IPCAS_3
