uid,falff_50,falff_75,falff_90,falff_fwhm,falff_mean,reho_50,reho_75,reho_90,reho_fwhm,reho_mean,vmhc_50,vmhc_75,vmhc_90,vmhc_fwhm,vmhc_mean,site_x,tr,Subject,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson,site_y
0025873_session_2_scan_rest_1_rest,0.6257547298446298,0.6650878842920065,0.7008452974259853,3.5715,0.6304183215991325,0.08311747759580612,0.12161466106772426,0.17156265676021587,11.5737,0.0994027778506279,0.3042300045490265,0.4717762917280197,0.6395167112350464,6.047999999999999,0.3148570954799652,BNU_1,2000,0025873_session_2,rest_1_rest,0.038,0.093,0.0,0.005,-0.002,0.165,0.917,0.0302,0.0562,0.0388,0.1302,0.0332,0.1084,0.0004280000000000001,0.00183,0.000412,-0.001075,0.000204,-0.005058,0.0712,0.2278,0.0768,0.2094,0.0895,0.6315,0.037812,0.089074,0.046638,0.078433,0.048216,0.240115,0.1118,7.0,0.3344,0.1741,3.4826,25.6886,3.4851,BNU_1
0025873_session_1_scan_rest_1_rest,0.6245839758776128,0.6633999291807413,0.7022158824838698,3.6112800000000003,0.6298562572508165,0.08454626053571701,0.1240730546414852,0.17791563421487808,11.9961,0.10174616426229477,0.2790102958679199,0.4577736556529999,0.6357253789901733,6.29174,0.30001240968704224,BNU_1,2000,0025873_session_1,rest_1_rest,0.024,0.081,0.0,0.006,-0.001,0.078,0.345,0.0138,0.061,0.0203,0.0869,0.0303,0.1008,-0.000261,0.000606,-0.000114,-0.00034500000000000004,-0.00108,-0.001666,0.0461,0.1042,0.0314,0.1405,0.1362,0.214,0.015731000000000002,0.041293,0.009509,0.051603,0.044436,0.077198,0.1058,1.0,0.3253,0.1543,0.4975,26.6665,3.1188,BNU_1
0025874_session_2_scan_rest_1_rest,0.6494519533589482,0.7002470782026649,0.7546704262495041,4.030819999999999,0.657254421225254,0.12576615065336227,0.18146338313817975,0.2463047355413437,11.2736,0.1430252194404602,0.4567880481481552,0.6468844413757324,0.793810099363327,6.49814,0.4295846819877625,BNU_1,2000,0025874_session_2,rest_1_rest,0.062,0.255,28.0,0.012,-0.002,0.53,1.096,0.1029,0.408,0.0588,0.1754,0.0602,0.2342,-0.0008550000000000001,0.002309,0.00038,-0.002062,0.000363,-0.00543,0.1238,0.561,0.0842,0.3214,0.0751,0.6291,0.042276,0.107343,0.019613,0.109532,0.023059,0.252109,0.1468,33.0,0.3832,0.2738,16.4179,17.2276,3.7757,BNU_1
0025874_session_1_scan_rest_1_rest,0.6344168968498707,0.6857569925487041,0.7480985373258591,4.21061,0.6447649071140917,0.11079875007271768,0.1665477305650711,0.23125070333480835,11.4862,0.1304439902305603,0.366100400686264,0.5615175366401672,0.7445580959320068,6.628539999999999,0.3704041242599487,BNU_1,2000,0025874_session_1,rest_1_rest,0.028,0.119,1.0,0.005,-0.001,0.14,0.438,0.0313,0.0408,0.0248,0.1227,0.0366,0.1074,-0.001021,0.000104,0.000135,-0.001144,-0.00117,-0.000793,0.1617,0.0583,0.0643,0.1872,0.14300000000000002,0.1325,0.05519,0.023242,0.016409,0.061518,0.069535,0.042557,0.0959,3.0,0.3097,0.1509,1.4925,15.8163,2.9351,BNU_1
0025875_session_2_scan_rest_1_rest,0.627679830417037,0.6595957539975643,0.6950578913092613,3.3273,0.6292398972002422,0.08184032887220383,0.11290214583277702,0.1500902995467186,9.99107,0.09279550611972807,0.2711505591869354,0.43719977885484695,0.6083813309669495,5.75197,0.2885516285896301,BNU_1,2000,0025875_session_2,rest_1_rest,0.049,0.168,23.0,0.009000000000000001,-0.003,0.189,2.181,0.0596,0.0603,0.0319,0.1854,0.0343,0.1293,-0.007951999999999999,0.000704,-0.003497,-0.002628,-0.00227,-0.007281,0.9673,0.1193,0.4303,0.3621,0.3303,0.7462,0.412872,0.035054,0.191775,0.115961,0.160917,0.35305,0.1877,95.0,0.4332,0.2784,47.2637,25.5901,5.647,BNU_1
0025875_session_1_scan_rest_1_rest,0.6382515775039792,0.6826220080256462,0.7235793285071851,3.9856800000000003,0.6445224183858279,0.08488764613866806,0.117111474275589,0.15605982542037966,9.76999,0.0958067998290062,0.2780381441116333,0.4589302614331245,0.6394075155258179,6.23935,0.2947791218757629,BNU_1,2000,0025875_session_1,rest_1_rest,0.03,0.162,1.0,0.008,-0.002,0.235,2.127,0.1047,0.049,0.0974,0.1154,0.1652,0.1065,-0.004217,0.000998,-0.006145,-0.00154,-0.008221,-0.003025,0.4574,0.1493,0.7340000000000001,0.3736,0.9449,0.5101,0.194545,0.044403,0.274872,0.10214,0.384368,0.148345,0.1501,41.0,0.3875,0.2246,20.398,18.4853,3.9944,BNU_1
0025876_session_2_scan_rest_1_rest,0.6199844516813755,0.6622561188414693,0.7115730638615787,3.8785300000000005,0.6273739340126264,0.09480365365743636,0.1454133316874504,0.2049300447106361,11.0662,0.11451856046915054,0.3207570016384125,0.5164722800254822,0.679492175579071,6.11097,0.3297208249568939,BNU_1,2000,0025876_session_2,rest_1_rest,0.022,0.116,1.0,0.004,-0.001,0.101,0.993,0.0145,0.0368,0.0285,0.0903,0.0462,0.3222,-0.000953,0.0016579999999999998,-0.001085,-0.002288,-0.001797,-0.005081,0.0997,0.22899999999999998,0.13699999999999998,0.2878,0.2002,0.5916,0.053848,0.065114,0.051669000000000014,0.134722,0.104604,0.235875,0.0676,3.0,0.2599,0.1101,1.4925,19.5182,2.0833,BNU_1
0025876_session_1_scan_rest_1_rest,0.6338898371905088,0.6804467178881168,0.7449100911617279,4.22851,0.6441332694839021,0.10282819718122482,0.15886547788977626,0.2194788888096809,11.33,0.12238200008869173,0.3413527905941009,0.5368614494800568,0.7063499212265015,6.452780000000001,0.3464739918708801,BNU_1,2000,0025876_session_1,rest_1_rest,0.029,0.18600000000000005,1.0,0.004,-0.0,0.248,0.799,0.0267,0.0566,0.0351,0.1833,0.0287,0.1099,0.000373,0.0016190000000000002,0.000916,-0.003004,0.000177,-0.004392,0.067,0.2308,0.1413,0.3439,0.0735,0.4472,0.038129,0.09468,0.08180499999999999,0.160906,0.033407,0.211335,0.0741,2.0,0.2722,0.12,0.995,20.0229,2.2758,BNU_1
0025877_session_2_scan_rest_1_rest,0.6331364205107093,0.6748816790059209,0.7235844805836678,3.83417,0.6381083625837684,0.1099328137934208,0.16070353612303734,0.2115636095404625,11.172,0.12366968393325806,0.4027103185653687,0.5921039581298828,0.7259157538414003,6.23278,0.3898068070411682,BNU_1,2000,0025877_session_2,rest_1_rest,0.039,0.125,10.0,0.01,0.004,0.222,2.044,0.0889,0.0816,0.1266,0.1412,0.135,0.1153,-0.002107,0.003568,-0.002393,-0.004264,-0.002641,-0.006314,0.5046,0.4316,0.5099,0.6587,0.5869,0.6534,0.084614,0.225144,0.07134700000000001,0.196661,0.108433,0.285925,0.1344,26.0,0.3666,0.2325,12.9353,20.6154,3.5217,BNU_1
0025877_session_1_scan_rest_1_rest,0.6398575636558235,0.6899022893048823,0.7506708847358823,4.2775099999999995,0.6497604398972647,0.11275234073400495,0.17035701870918274,0.2351122260093689,11.7635,0.13117550313472748,0.4007326662540436,0.5771797299385071,0.7137905955314636,6.19949,0.3820120990276337,BNU_1,2000,0025877_session_1,rest_1_rest,0.025,0.187,2.0,0.006999999999999999,0.001,0.214,0.963,0.1752,0.2004,0.0461,0.2186,0.06,0.092,0.001287,0.002669,-0.002331,6.1e-05,-0.0004969999999999999,-0.00213,0.2409,0.3963,0.2823,0.3425,0.109,0.2581,0.105966,0.128316,0.123902,0.091397,0.050685,0.104511,0.0944,5.0,0.3073,0.1567,2.4876,20.0023,2.1335,BNU_1
0025878_session_2_scan_rest_1_rest,0.6421693675220013,0.6880386080592871,0.7409646548330784,4.22645,0.6501852926751495,0.08798623085021973,0.13156411796808246,0.18421106040477755,11.5696,0.10417888313531876,0.27240511775016785,0.4561913460493088,0.6353849172592163,6.21534,0.2905661761760712,BNU_1,2000,0025878_session_2,rest_1_rest,0.055,0.21,19.0,0.009000000000000001,-0.001,0.265,2.082,0.1064,0.0687,0.0845,0.1286,0.096,0.2117,-0.0048270000000000006,0.003849,-0.004007999999999999,-0.003676,-0.004065,-0.00834,0.5354,0.5072,0.4154,0.5519,0.4504,0.9169,0.200591,0.154391,0.15929400000000002,0.16006199999999998,0.202888,0.357269,0.1477,29.0,0.3843,0.2298,14.4279,21.0824,4.3203,BNU_1
0025878_session_1_scan_rest_1_rest,0.6268471945077181,0.67341298609972,0.7235607616603374,3.97345,0.6343536600314003,0.10759201645851137,0.15790428966283798,0.21315726339817048,11.1897,0.1227983757853508,0.35577791929244995,0.5427317619323729,0.6925034284591675,6.27506,0.3487060964107513,BNU_1,2000,0025878_session_1,rest_1_rest,0.048,0.213,17.0,0.008,0.0,0.273,1.247,0.0538,0.1068,0.0673,0.233,0.1048,0.2335,-0.000165,0.002659,4.2e-05,-0.002691,0.000292,-0.007074,0.1125,0.3504,0.08199999999999999,0.4172,0.14300000000000002,0.8197,0.049656,0.16105999999999998,0.022493,0.212329,0.051460000000000006,0.377179,0.1292,18.0,0.3594,0.2112,8.9552,25.6778,3.714,BNU_1
0025879_session_2_scan_rest_1_rest,0.6328489456791431,0.6762443019542843,0.734104776987806,4.35361,0.6407496672717625,0.10138486698269844,0.1599474549293518,0.22359629720449456,11.6385,0.12292931973934175,0.35627590119838715,0.555724561214447,0.7161864042282104,6.29537,0.3579970896244049,BNU_1,2000,0025879_session_2,rest_1_rest,0.055,0.15,25.0,0.009000000000000001,0.003,0.28,2.045,0.068,0.1801,0.0416,0.1106,0.1467,0.2382,-0.001752,-0.004204,-0.00114,-0.002288,-0.000531,-0.010554,0.243,0.6698,0.1346,0.3127,0.1679,1.1568,0.11267,0.246355,0.048215,0.14193499999999998,0.051870000000000006,0.498212,0.1364,25.0,0.3694,0.2223,12.4378,21.8363,4.1213,BNU_1
0025879_session_1_scan_rest_1_rest,0.6211958099156618,0.6678752638399601,0.7325083538889885,4.485040000000001,0.6331259344634674,0.09697486832737924,0.1537248082458973,0.22109818607568746,11.5445,0.11976917088031767,0.3386926501989365,0.5351184606552124,0.6982157230377197,6.41613,0.34277939796447754,BNU_1,2000,0025879_session_1,rest_1_rest,0.039,0.16699999999999998,8.0,0.005,0.001,0.18600000000000005,0.598,0.0505,0.0558,0.0556,0.0731,0.0511,0.2324,0.001318,0.000377,-0.001337,-0.0016809999999999998,-0.001059,-0.002357,0.1636,0.0838,0.1513,0.2326,0.1596,0.3063,0.067514,0.028277,0.07384,0.115679,0.063778,0.097985,0.106,7.0,0.3256,0.1707,3.4826,20.6855,3.5738,BNU_1
0025880_session_2_scan_rest_1_rest,0.6502001162152737,0.6963891955092549,0.7532372931018472,4.19984,0.6582865556726799,0.10591209679841997,0.1629914939403534,0.2304598331451417,11.7199,0.12698858976364136,0.32152271270751953,0.5101009607315063,0.6737240552902222,6.285069999999999,0.32814574241638184,BNU_1,2000,0025880_session_2,rest_1_rest,0.019,0.069,0.0,0.006999999999999999,-0.001,0.116,0.88,0.0339,0.0503,0.0376,0.1031,0.0408,0.0824,-0.000462,0.003214,-0.0005740000000000001,-0.002434,-6.1e-05,-0.003108,0.0502,0.3622,0.087,0.307,0.0652,0.3941,0.017013,0.160944,0.046666,0.12125,0.03159,0.140198,0.0932,2.0,0.3052,0.1494,0.995,20.2392,2.6072,BNU_1
0025880_session_1_scan_rest_1_rest,0.6375149649102241,0.6879398773889989,0.7491701282560825,4.45296,0.6496620094676187,0.11160477995872498,0.17223159223794934,0.2435962200164795,11.7996,0.13371679186820984,0.3314525187015533,0.5157815814018251,0.6866145730018616,6.45809,0.3364314138889313,BNU_1,2000,0025880_session_1,rest_1_rest,0.018000000000000002,0.102,1.0,0.006,-0.001,0.175,1.15,0.0321,0.0671,0.055,0.0886,0.07400000000000001,0.0813,-0.002156,0.001839,-0.002987,0.001931,-0.004262,-0.00191,0.2357,0.1948,0.3589,0.2217,0.5206,0.2318,0.089435,0.08459900000000001,0.13552899999999998,0.103991,0.197014,0.081713,0.0838,1.0,0.2894,0.1234,0.4975,19.9541,2.2933,BNU_1
0025881_session_2_scan_rest_1_rest,0.6261568330228329,0.6688493443652987,0.7186572742648423,3.9603699999999997,0.6322614247724127,0.10045120120048524,0.14692261070013046,0.1994333565235138,11.2837,0.11637923866510393,0.3788200318813324,0.5663271546363831,0.7326514482498171,6.14419,0.3752002120018005,BNU_1,2000,0025881_session_2,rest_1_rest,0.02,0.134,1.0,0.006,-0.003,0.21600000000000005,2.021,0.0913,0.1027,0.0305,0.1309,0.0669,0.1285,-0.004142,0.004577,0.000292,-0.000468,-0.000647,-0.008805,0.4716,0.6158,0.1217,0.2837,0.1856,1.0759999999999998,0.24272800000000005,0.220599,0.033749,0.094143,0.04599,0.39751,0.0913,6.0,0.3022,0.1525,2.9851,21.5967,2.3312,BNU_1
0025881_session_1_scan_rest_1_rest,0.6262332822661847,0.6686897759791464,0.7182223519776016,4.209919999999999,0.6314443484186687,0.09756661579012872,0.14193149283528328,0.19175829738378525,10.9832,0.11196014285087584,0.3355141878128052,0.5246151089668274,0.7011339664459229,6.319380000000001,0.3428479731082916,BNU_1,2000,0025881_session_1,rest_1_rest,0.022,0.16699999999999998,4.0,0.006,-0.006,0.28800000000000003,2.423,0.0629,0.1511,0.0357,0.1104,0.0484,0.1808,-0.0010539999999999998,0.007108,0.001392,-0.001222,0.001124,-0.009724,0.1643,0.9622,0.2267,0.2041,0.2155,1.2623,0.077486,0.35341,0.053903,0.07699199999999999,0.04733,0.457807,0.07200000000000001,4.0,0.2683,0.12300000000000001,1.99,21.1216,1.8158,BNU_1
0025882_session_2_scan_rest_1_rest,0.6422167005948722,0.695146648446098,0.7551339226774871,4.21525,0.6526153672454696,0.1319301277399063,0.19048068672418594,0.25264762043952943,11.4123,0.14761970937252045,0.4728150963783264,0.6486709713935852,0.7849105000495911,6.769819999999999,0.4364424049854279,BNU_1,2000,0025882_session_2,rest_1_rest,0.04,0.149,3.0,0.006,0.0,0.152,1.053,0.0596,0.066,0.049,0.2991,0.0547,0.1528,7.5e-05,0.004197,-0.000504,0.001408,-0.000252,-0.005242,0.0474,0.4391,0.0935,0.2401,0.0662,0.5502,0.00938,0.25634,0.028054000000000003,0.04771,0.014253,0.226594,0.1014,4.0,0.3185,0.1647,1.99,18.8619,2.8572,BNU_1
0025882_session_1_scan_rest_1_rest,0.6417631467338651,0.6955421813763678,0.7564917539712042,4.047219999999999,0.6524833109606143,0.13914374262094498,0.1969832479953766,0.2581611961126328,11.245,0.15411806106567386,0.4917285740375519,0.6664859056472778,0.7961490511894226,6.55227,0.4545998573303223,BNU_1,2000,0025882_session_1,rest_1_rest,0.03,0.133,1.0,0.009000000000000001,-0.0,0.24,0.6,0.094,0.2021,0.1272,0.2012,0.0336,0.1352,-0.000893,0.00148,0.00014199999999999998,-0.000196,-4.9e-05,-0.002228,0.1818,0.2549,0.1658,0.2515,0.0577,0.2438,0.04948,0.11093,0.03186,0.058846,0.017681,0.096511,0.1113,13.0,0.3337,0.1921,6.4677,21.0117,3.0693,BNU_1
0025883_session_2_scan_rest_1_rest,0.6269274100195616,0.6704137043561786,0.7247715722769499,4.1763,0.6341832094932045,0.09803767502307892,0.14994903281331062,0.2081977784633638,11.9158,0.11670216917991638,0.3240481019020081,0.5002429634332657,0.653610348701477,6.06529,0.3292824923992157,BNU_1,2000,0025883_session_2,rest_1_rest,0.025,0.127,1.0,0.005,-0.0,0.098,0.674,0.0273,0.061,0.0176,0.0534,0.0224,0.1503,-0.000644,0.001364,-0.000461,-0.003125,-0.00121,-0.002089,0.1218,0.1501,0.0622,0.3423,0.1426,0.2989,0.034831,0.063154,0.01956,0.159627,0.057297,0.112074,0.0868,1.0,0.2946,0.13,0.4975,26.1866,2.7665,BNU_1
0025883_session_1_scan_rest_1_rest,0.6291734287515283,0.6723167495802045,0.7262459006160498,4.31991,0.6364595925609617,0.09719432145357132,0.14774203300476074,0.20678431391715998,11.7961,0.11579275876283646,0.31543317437171936,0.4982308745384216,0.6516193747520447,6.0976300000000005,0.323025107383728,BNU_1,2000,0025883_session_1,rest_1_rest,0.03,0.111,1.0,0.005,-0.001,0.145,0.66,0.0244,0.1126,0.0273,0.0516,0.017,0.1113,0.000167,-0.000981,0.0007070000000000001,-0.00185,0.00078,-0.002463,0.0399,0.171,0.1051,0.2617,0.1119,0.2993,0.014288999999999996,0.045309,0.037579,0.111515,0.042645,0.097221,0.0925,2.0,0.3041,0.13699999999999998,0.995,21.2707,2.9999,BNU_1
0025884_session_2_scan_rest_1_rest,0.6250229591969401,0.6625926452688873,0.7035777573473752,3.6930199999999997,0.6306699612712048,0.09796331822872162,0.14101076126098633,0.1889090865850449,10.8677,0.11098550260066986,0.31605416536331177,0.4990358427166939,0.6596778631210327,6.426159999999999,0.3221812844276428,BNU_1,2000,0025884_session_2,rest_1_rest,0.04,0.14400000000000002,6.0,0.008,0.002,0.213,1.727,0.019,0.0786,0.0583,0.1654,0.0497,0.1447,0.002084,-0.0014609999999999998,0.0056700000000000006,0.004779,0.005331,-0.001423,0.2174,0.4202,0.6233,0.5663,0.5616,0.2526,0.072363,0.08748500000000001,0.244812,0.26818600000000004,0.234147,0.05869700000000001,0.1291,16.0,0.3593,0.195,7.9602,20.3707,4.0805,BNU_1
0025884_session_1_scan_rest_1_rest,0.6385971363633871,0.6844632290303707,0.7338574826717377,4.04338,0.6460124923169376,0.09641293063759804,0.14347457140684128,0.20126529633998874,11.5555,0.11375214904546738,0.2855658829212189,0.4635532200336456,0.6330219745635985,6.25493,0.3004477620124817,BNU_1,2000,0025884_session_1,rest_1_rest,0.047,0.118,16.0,0.008,-0.001,0.133,0.408,0.0695,0.0494,0.0708,0.1176,0.0382,0.1294,-0.000434,0.0007599999999999999,-0.000525,-0.000335,0.000357,-0.001263,0.08199999999999999,0.132,0.1067,0.1297,0.0984,0.243,0.035535000000000004,0.034639,0.015687,0.040823000000000005,0.025505,0.07387300000000001,0.1268,3.0,0.3562,0.1829,1.4925,18.6255,3.9205,BNU_1
0025885_session_2_scan_rest_1_rest,0.6218421563971788,0.664482761407271,0.7142301339190453,4.30175,0.6288076102448346,0.10718182474374773,0.16046345233917236,0.21963174939155589,11.685,0.12447141855955125,0.33906345069408417,0.5084206461906433,0.6647542715072632,6.43582,0.3407242596149445,BNU_1,2000,0025885_session_2,rest_1_rest,0.026,0.109,1.0,0.005,-0.002,0.08900000000000001,1.339,0.1085,0.0969,0.0259,0.1353,0.0575,0.1285,-0.004796,0.00157,-0.00028900000000000003,-0.00134,0.0007700000000000001,-0.005218,0.4929,0.2107,0.0661,0.2902,0.1722,0.6933,0.251829,0.06792000000000001,0.017163,0.098413,0.042344,0.256048,0.0862,3.0,0.2936,0.1321,1.4925,19.648,2.3829,BNU_1
0025885_session_1_scan_rest_1_rest,0.6496712774969637,0.6962017879122868,0.747999903280288,4.0159199999999995,0.6558138149340784,0.12468721345067026,0.18502799421548846,0.2386241540312767,11.5272,0.13990184664726255,0.4132063388824463,0.5889818370342255,0.7383421182632446,6.31444,0.39747315645217896,BNU_1,2000,0025885_session_1,rest_1_rest,0.044,0.233,26.0,0.006,-0.001,0.244,0.418,0.0798,0.0908,0.1005,0.3142,0.0654,0.0792,-0.000656,0.000538,-0.0005610000000000001,-0.000586,-0.000505,-0.000522,0.0918,0.1146,0.1011,0.3635,0.1108,0.1509,0.048526,0.035012,0.055658000000000006,0.079374,0.054896,0.032483,0.1127,28.0,0.3357,0.2349,13.9303,22.0728,3.7616,BNU_1
0025886_session_2_scan_rest_1_rest,0.6204662527889013,0.6590263023972511,0.6975863520056009,3.71759,0.6253395484721987,0.08706057816743851,0.1278897300362587,0.17878429889678954,11.1523,0.10268945246934892,0.2827959060668945,0.4664492160081864,0.6439695894718171,6.38809,0.29964399337768555,BNU_1,2000,0025886_session_2,rest_1_rest,0.011,0.034,0.0,0.003,-0.002,0.044,1.118,0.0119,0.0224,0.0097,0.0413,0.0134,0.0294,0.000405,0.001766,0.00055,-0.002915,0.001127,-0.006379999999999999,0.0449,0.213,0.0649,0.33299999999999996,0.1269,0.7717,0.01499,0.08047699999999999,0.026283,0.150076,0.058125,0.298528,0.0322,0.0,0.1794,0.0458,0.0,18.539,0.7793,BNU_1
0025886_session_1_scan_rest_1_rest,0.6229687656741589,0.6585669808555394,0.701284839073196,3.8573199999999996,0.6272449207497155,0.0822109654545784,0.12400606647133827,0.1766723334789277,11.5998,0.09987492859363556,0.2606770694255829,0.4376868605613709,0.6069432556629185,6.163880000000001,0.2827208936214447,BNU_1,2000,0025886_session_1,rest_1_rest,0.01,0.036000000000000004,0.0,0.003,-0.0,0.047,0.419,0.0097,0.0324,0.0124,0.043,0.0098,0.0404,0.00012,0.000788,6e-05,-0.001551,0.000235,-0.002091,0.0144,0.0912,0.0123,0.1935,0.0289,0.2521,0.00609,0.031265,0.003423,0.079368,0.012255,0.091253,0.0321,0.0,0.1791,0.0504,0.0,18.8299,0.7808,BNU_1
0025887_session_2_scan_rest_1_rest,0.6217217945959419,0.6608014502562582,0.7069864978548139,3.62566,0.6270855730334068,0.0969097726047039,0.12816791236400604,0.16491470485925674,9.73673,0.10559351742267607,0.3561483919620514,0.5204582512378693,0.6654934525489807,5.96557,0.3475389778614044,BNU_1,2000,0025887_session_2,rest_1_rest,0.022,0.108,1.0,0.006,-0.004,0.392,1.317,0.0576,0.1924,0.0442,0.1672,0.0392,0.1015,0.002031,0.000407,3.1e-05,-0.002852,-0.00206,-0.005379,0.3247,0.2394,0.0712,0.3891,0.4262,0.7591,0.079484,0.06690700000000001,0.023204,0.184997,0.121108,0.296841,0.0845,7.0,0.2907,0.1476,3.4826,17.3466,1.9267,BNU_1
0025887_session_1_scan_rest_1_rest,0.6188125759363174,0.6619855463504791,0.7087562642991543,3.82326,0.6261126778698659,0.1023634597659111,0.1401282548904419,0.18331987559795385,10.2823,0.11357899010181427,0.3700104951858521,0.5542914271354675,0.6956287622451782,6.04776,0.3626920878887177,BNU_1,2000,0025887_session_1,rest_1_rest,0.016,0.118,1.0,0.005,-0.001,0.391,0.6809999999999999,0.07200000000000001,0.2726,0.0428,0.1715,0.0279,0.1211,-0.000893,0.001467,0.000647,-0.001473,0.000796,-0.002351,0.165,0.3067,0.1368,0.255,0.1332,0.317,0.07617,0.107617,0.037422,0.12749000000000002,0.039625,0.116556,0.0584,6.0,0.2417,0.1126,2.9851,19.4846,1.2884,BNU_1
0025888_session_2_scan_rest_1_rest,0.6366413496434689,0.6836659947875887,0.7379252007231116,4.12706,0.6469595957937183,0.10525200515985488,0.15194359049201012,0.20496147274971005,11.3828,0.12031862139701845,0.3375043869018555,0.5159587860107422,0.6644740700721741,6.19833,0.3369688391685486,BNU_1,2000,0025888_session_2,rest_1_rest,0.024,0.086,0.0,0.012,-0.0,0.193,0.952,0.0116,0.1581,0.0394,0.0782,0.0361,0.0659,-0.000933,-0.002518,0.000442,-0.002405,0.000852,-0.0027760000000000003,0.1191,0.4548,0.0622,0.2845,0.159,0.3852,0.045088,0.145587,0.024082,0.132402,0.058325,0.132333,0.0833,2.0,0.2886,0.1323,0.995,16.6395,1.6880000000000002,BNU_1
0025888_session_1_scan_rest_1_rest,0.6266756001859903,0.6656215414404869,0.7116485629230738,3.73465,0.6323201719882527,0.09975624829530716,0.14404181391000748,0.19659648835659027,11.085999999999999,0.11483494192361833,0.3293883204460144,0.5052012205123901,0.662634551525116,6.19442,0.3319092392921448,BNU_1,2000,0025888_session_1,rest_1_rest,0.02,0.059,0.0,0.006999999999999999,-0.001,0.102,0.528,0.0095,0.0608,0.0162,0.0526,0.0141,0.0486,-0.000426,-0.00132,0.000243,-0.001796,0.000126,-0.0013310000000000002,0.0635,0.1993,0.0362,0.2275,0.0297,0.1751,0.023049,0.054812,0.011223,0.108734,0.009719,0.065368,0.0671,0.0,0.2591,0.1007,0.0,15.3995,1.4183,BNU_1
0025889_session_2_scan_rest_1_rest,0.6378963422030209,0.684224009513855,0.7341153435409069,3.91866,0.6454280565998178,0.10015260428190233,0.13687165081501007,0.179348486661911,10.1566,0.11089732497930528,0.35550299286842346,0.5271630883216858,0.672702991962433,6.22788,0.3512720465660095,BNU_1,2000,0025889_session_2,rest_1_rest,0.033,0.103,1.0,0.006,-0.002,0.115,0.907,0.0252,0.0504,0.03,0.0827,0.0361,0.121,-0.001886,0.001455,-0.001824,-0.000667,-0.0017280000000000002,-0.002026,0.2363,0.2802,0.2103,0.1654,0.2012,0.3101,0.103854,0.079948,0.093802,0.031093,0.092548,0.07850599999999999,0.1074,1.0,0.3277,0.1612,0.4975,15.7371,3.1439,BNU_1
0025889_session_1_scan_rest_1_rest,0.6365687074139714,0.675470128422603,0.7214445350691676,3.84239,0.6409810694200306,0.09851503744721413,0.13629311323165896,0.18028147965669636,10.4397,0.1096966415643692,0.3610520213842392,0.5371142625808716,0.6857514381408691,6.32482,0.3567977547645569,BNU_1,2000,0025889_session_1,rest_1_rest,0.047,0.212,5.0,0.008,-0.0,0.285,0.747,0.0278,0.0776,0.0309,0.09300000000000001,0.0427,0.1944,3.6e-05,0.0005009999999999999,-0.0008880000000000002,-0.000784,-0.000349,-0.005481000000000001,0.0752,0.1754,0.155,0.2841,0.0989,0.6046,0.033411,0.062141,0.074056,0.06526599999999999,0.048559,0.261947,0.1155,3.0,0.3399,0.1753,1.4925,16.1547,3.3960000000000004,BNU_1
0025890_session_2_scan_rest_1_rest,0.6458076578564942,0.6919367762748152,0.7451626821421087,4.04765,0.6533169199914791,0.12318859249353407,0.17903143167495728,0.2382721692323685,11.3722,0.1391209065914154,0.3999652564525604,0.5704751759767532,0.7185644090175627,6.5456,0.3836182653903961,BNU_1,2000,0025890_session_2,rest_1_rest,0.027000000000000003,0.106,1.0,0.01,0.003,0.204,1.392,0.0615,0.1207,0.0558,0.1496,0.0685,0.1475,-0.0017920000000000004,-0.0060810000000000005,-0.0007570000000000001,-0.002251,-0.001146,-0.000737,0.2308,0.8645,0.0791,0.3409,0.13,0.1841,0.062161,0.245114,0.026159,0.126904,0.051633000000000005,0.061755999999999985,0.1393,31.0,0.3732,0.21600000000000003,15.4229,18.0419,3.4527,BNU_1
